a	vocal baja central.
qallu luk'ana	<span foreground="#228B22">adjetivo.</span> Meñique. Dedo menor de la mano. <span foreground="#228B22">Sinón:</span> <i>jisk'a luk'ana.</i>
qallu	<span foreground="#228B22">adjetivo.</span> Cría. (Uso solo para animales).
qallu	<span foreground="#228B22">adjetivo.</span> Cría. // Espiga de cebada seca.
qallu	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Medida en costales, equivale a la cuarta parte de una carga, se usa en los valles, en peso un poco mas de una arroba <span foreground="#696969">(Fuente: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970)</span>.
qallucha	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Trenzas pequeñas de cabello que luego se unen a dos principales <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
qallucha	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Diminutos trenzados de cabellera, especialmente en la parte delantera de la cabeza, usan las mujeres callahuayas <span foreground="#696969">(Fuente: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970)</span>.
qallucha	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Epoca de procreo de ganado ovino <span foreground="#696969">(Fuente: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970)</span>.
qalluchaña	<span foreground="#228B22">verbo intransitivo.</span> Procrear el ganado.
qalluni	<span foreground="#228B22">adverbio.</span> Ganado con cría.
qallu qallu	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Penacho o flor de la cortadera o de cualquiera paja brava <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
qama	<span foreground="#228B22">adjetivo.</span> Alimento sin sabor <span foreground="#660099">(Aroma)</span>.
qama	Asiento. Sede. Capital administrativa.
qamana	Polvo en alguna vasija o en ropas.
qamana	<span foreground="#228B22">No estandarizado.</span> <span foreground="#660099">(Murillo)</span> <span foreground="#228B22">sustantivo.</span> Sistema de ayuda mutua en los trabajos de siembra <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
qamaña	<span foreground="#228B22">verbo intransitivo.</span> Habitar. Vivir, morar. Radicar. <span foreground="#228B22">Sinón:</span> <i>utjaña, jakaña.</i>
qamaña	<span foreground="#228B22">verbo intransitivo.</span> Pasar el día descansando o trabajando.
qamaña	<span foreground="#228B22">sustantivo.</span> Sitio con un muro de media luna generalmente en un lugar desde donde se puede vigilar el ganado que se lleva a pastar.
qamaqi	<span foreground="#228B22">sustantivo.</span> Zorro, -rra. Mamífero carnicero de la familia de los cánidos, de cola peluda y hocico puntiagudo que ataca a las ovejas, y otros animales pequeños. <span foreground="#228B22">Sinón:</span> <i>lari, pampänu, achalari, tiwula, laq'u, kukuli.</i>
qamaqi	<span foreground="#228B22">adjetivo.</span> Zorro. // Mentiroso. Embrollón. Mendaz <span foreground="#696969">(Fuente: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988)</span>.
qamasa	<span foreground="#228B22">sustantivo.</span> Energía, fuerza interior.
qamasa	<span foreground="#228B22">sustantivo.</span> <span foreground="#228B22">figurado.</span> Carácter. Coraje. Valor. Osadía. Atrevimiento, audacia, ánimo.
qama waxlli	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo y sustantivo.</span> Rebelde, que no acude al llamado de las autoridades <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
qamawi	<span foreground="#228B22">sustantivo.</span> Tertulia. Reunión de personas que acostumbran juntarse para conversar o pasar agradablemente el tiempo.
qamawi	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Posada. // Sitio o lugar de uno que se queda por poco tiempo <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
qamayaña	<span foreground="#228B22">verbo transitivo.</span> Hacer pasar el día en alguna actividad sea trabajo o fiesta.
qami	<span foreground="#228B22">sustantivo.</span> Una de las variedades de papa del grupo <i>qhini. Janq'u qami, wila qami, ch'iyara qami.</i>
qamili	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Hombre cargado de brujerías. // Curandero <span foreground="#696969">(Fuente: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988)</span>.
qamiri	<span foreground="#228B22">adjetivo y sustantivo.</span> Rico, -ca. Que tiene mucho dinero o bienes.
qampu	<span foreground="#228B22">sustantivo.</span> Tarántula. Araña grande.
qamquta	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Hermoso, bello <span foreground="#696969">(Fuentes: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984; Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>. <span foreground="#228B22">Sinón:</span> <i>jiwaki, k'acha.</i>
qamruyu	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Muro, muro de la casa <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>. <span foreground="#228B22">Sinón:</span> <i>laqaya.</i>
qäna	<span foreground="#228B22">sustantivo.</span> Red de pesca. <span foreground="#228B22">Sinón:</span> <i>saqaña, llika.</i>
qanasa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Lugar para realizar ceremonias culturales <span foreground="#660099">(Oruro)</span>.
qanawa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Nabo <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
qanchiña	<span foreground="#228B22">verbo intransitivo.</span> Relinchar. Emitir con fuerza su voz el caballo. Roznar. Rebuznar.
qanchira	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Chimenea, conducto o tubo para dar salida al humo de la cocina <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
qani	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Afán, trabajo excesivo y penoso <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
qani	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Necesario, algo que es útil <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
qaniña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Necesitar, requerir algo que falta y es necesario <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
qankalla	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Taba, astrágalo, hueso del pie <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
qanllawa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Temible, digno de ser temido <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
qanqaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Desfallecer, desmayar, perder el sentido. Quedar exánime <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
qanqiña	<span foreground="#228B22">verbo intransitivo.</span> Quemar o agostar el calor del sol o fuego sobre alguna cosa.
qanqiraya	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Futuro <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
qanquyllu	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Variedad de quinua <span foreground="#696969">(Fuente: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988)</span>.
qantu	Zampoña originaria de Italaque. <span foreground="#228B22">Sinón:</span> <i>qhantu, italaki.</i>
qantuta	<span foreground="#228B22">sustantivo.</span> Cantuta. <span foreground="#660099">(de quechua-aymara)</span>. Flor típica de los incas y flor nacional de Bolivia.
qaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Montón de productos en el terreno donde se los cosecha <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
qañawa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Cañahua <span foreground="#660099">(de aymara)</span>.
qapa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Goma, jebe. Caucho. Substancia mucilaginosa que segregan algunas plantas <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
qapanku	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo y sustantivo.</span> Cobarde, medroso <span foreground="#696969">(Fuentes: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984; Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
qapu	<span foreground="#228B22">sustantivo.</span> Rueca.
qapuña	<span foreground="#228B22">verbo transitivo.</span> Hilar. Reducir a hilo.
qapuri	<span foreground="#228B22">sustantivo.</span> Tábano. Insecto díptero parecido a la mosca que aparece sólo y justo cuando es época de siembra de papas. <span foreground="#228B22">Sinón:</span> <i>qapuriri.</i>
qaputa	<span foreground="#228B22">participio pasivo.</span> Hilado.
qaqa ch'uxña	<span foreground="#228B22">adjetivo.</span> Verde plomo. <span foreground="#228B22">Sinón:</span> <i>uqi ch'uxña.</i>
qaqa p'iqi	<span foreground="#228B22">adjetivo.</span> Cana cabeza. <span foreground="#228B22">Sinón:</span> <i>p'uqu p'iqi.</i>
qaqa waychu	<span foreground="#228B22">sustantivo.</span> Vencejo. Pájaro muy parecido a la golondrina en su forma y costumbres. <span foreground="#228B22">Sinón:</span> <i>qaqa waych'u.</i>
qaqa	<span foreground="#228B22">sustantivo.</span> Cavidad. Brecha, hueco. Agujero. Orificio. Hueco dentro de un cuerpo cualquiera. <span foreground="#228B22">Sinón:</span> <i>p'iya.</i>
qaqa	<span foreground="#228B22">adjetivo.</span> Descolorido, -da. De color pálido. Cosa quemado por los rayos del sol. <span foreground="#228B22">Sinón:</span> <i>tunti.</i>
qaqa llinka	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Cueva grande en el interior de los cerros. Caverna. Gruta <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
qaqaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Desmayarse <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
qaqaña	<span foreground="#228B22">verbo transitivo.</span> Agujerear.
qaqaña	<span foreground="#228B22">verbo intransitivo.</span> Descolorir.
qaqani	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Bravo, cruel <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
qaqapara	<span foreground="#228B22">sustantivo.</span> Puya Raymondi. Singular variedad de cacto gigante y que florece cada cien años. Esta planta existe en Comanche provincia Pacajes. <span foreground="#228B22">Sinón:</span> <i>tika tanqa.</i>
qaqaraña	<span foreground="#228B22">verbo intransitivo.</span> y <span foreground="#228B22">pronominal.</span> Decolorar. Descolorar. <span foreground="#228B22">Sinón:</span> <i>tuntiraña, janq'uraña.</i>
qaqarayaña	<span foreground="#228B22">verbo transitivo.</span> Descolorar. Quitar el color a una cosa. <span foreground="#228B22">Sinón:</span> <i>tuntirayaña.</i>
qaqawara	<span foreground="#228B22">sustantivo.</span> Escarcha, rocío helado sobre las plantas. <span foreground="#228B22">Sinón:</span> <i>qaqawra.</i>
qaqawraña	<span foreground="#228B22">verbo impersonal.</span> Escarchar. Formarse escarcha en las noches frías.
qaqi	<span foreground="#228B22">sustantivo.</span> Papagayo <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>. Loros de tamaño mediano de los yungas.
qaqinkura	<span foreground="#228B22">sustantivo.</span> Bandurria (ave). Zancuda que duerme en peñascos <span foreground="#696969">(Fuente: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988)</span>.
qaqjaña	<span foreground="#228B22">verbo transitivo.</span> Perforar. <span foreground="#228B22">Sinón:</span> <i>p'iyjaña, phutjaña.</i>
qaquña	<span foreground="#228B22">verbo transitivo.</span> Frotar. Pasar muchas veces una cosa sobre otra. <span foreground="#228B22">Sinón:</span> <i>jusq'uña.</i>
qaquña	<span foreground="#228B22">figurado.</span> Mover la cintura de manera provocativa o por vanidad al caminar o bailar.
qaquntaña	<span foreground="#228B22">verbo transitivo.</span> Untar. Ungir, aplicar y extender una materia grasa sobre una cosa. <span foreground="#228B22">Sinón:</span> <i>jawintaña.</i>
qaquraña	<span foreground="#228B22">verbo transitivo.</span> Restregar. Frotar con fuerza repetidas veces. <span foreground="#228B22">Sinón:</span> <i>khakhuraña, qhuthuraña.</i>
qaquri	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Curandero <span foreground="#696969">(Fuente: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988)</span>.
qära	<span foreground="#228B22">sustantivo.</span> Sombrero. Montera. Triángulo. <span foreground="#228B22">Sinón:</span> <i>tanka.</i>
qära	Remate triangular del techo de una casa. <span foreground="#228B22">Sinón:</span> <i>uta qära.</i>
qära	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Brebaje venenoso, produce manchas en la piel <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>.
qara	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Siembra de cereales. // Mal de la piel que presenta manchas blancas <span foreground="#696969">(Fuente: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988)</span>.
qarachi	<span foreground="#228B22">sustantivo.</span> Roña. Sarna. Enfermedad contagiosa de la piel.
qaraña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Llevar brazas o ascuas en un tiesto <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
