a	Vocal baja central.
qasqu	Qhasqu. <i>s.</i> Pecho. Parte del cuerpo. comprendida entre el cuello y el vientre.
qata (JL)	Masa, qatay. <i>s.</i> Cuñado.
qata, QHATA	<i>s.</i> Frazada. Manta de abrigo para la cama.
qatakuy, QHATAKUY	<i>r.</i> Cubrirse con la frazada. || <i>tr.</i> Cubrir. Tapar, abrigar con frazada. Qatay, qhatay. || Cubrir con tierra. P'ampay. || Cubrir con una manta. P'istuy. || <i>prnl. y r.</i> Cubrirse con la manta. P'istukuy.
qatay	<i>s.</i> Yerno respecto de la suegra. || Yerno. Respecto de una persona, marido de su hija. Tullqa.
qatay masi, qata masi	<i>s.</i> Concuñado, -da. Cónyuge de una persona respecto. del cónyuge de otra persona hermana de aquélla. Hermano o hermana del cuñado o de la cuñada.
qatay, QHATAY	<i>tr.</i> Cubrir. Tapar, abrigar con frazada. || Cubrir con tierra. P'ampay. || Cubrir con una manta. P'istuy. || <i>r.</i> Cubrirse con la frazada. Qatakuy, qhatakuy. || Cubrirse con la manta. P'istukuy.
qatipay, QHATIPAY, yupipay	<i>tr.</i> Rastrear. Seguir por el rastro. || Perseguir. Seguir al que huye por todas partes. Qhatiykachay, qatiykachay. || Seguir mucho a uno. Qhatlpayay, qatipayay.
qatipayay, QHATIPAYAY	<i>tr.</i> Seguir mucho a uno. || Perseguir. Seguir al que huye por todas partes. Qhatiykachay, qatiykachay. || Rastrear, seguir la huella o rastro. Qhatipay, qatipay.
qatiriy, QHATIRIY	<i>tr.</i> Instar. Acosar, perseguir con empeño.
qatiy, qhatiy	<i>tr. e intr.</i> Seguir. Ir detrás de una o varias personas, animales o cosas.
qatiykachay, QHATIYKACHAY	<i>tr.</i> Perseguir. Seguir al que huye por todas partes. || Seguir mucho a uno. Qhatipayay, qatipayay. || Rastrear, seguir la huella o rastro. Qhatipay, qatipay.
qawa, quqan	<i>s.</i> Pechuga. Pecho de ave.
qawi	<i>adj.</i> Asoleado, pasado al sol.
qawichiy	<i>tr.</i> Asolear la oca, u otros productos. || Asolear. Poner al sol. Tuntichiy. || <i>prnl.</i> Asolearse. Tuntiy, qawiy.
qawiña	<i>s.</i> Mojinete. Remate triangular de una construcción, donde descansan los extremos de la viga de cumbrera.
qawiy	<i>intr.</i> Poner la oca al sol.
qawmiwa (	<i>s.</i> Espía. Persona que acecha u observa en secreto lo que ocurre en un lugar. || Atisbo. Watiqa.
qawmiway, qhawapakuy	<i>tr.</i> Espiar. Observar con disimulo. || Atisbar. Watiqay.
qawna	<i>s.</i> Hijo varón que sólo tiene hermanas.
qaychu	<i>s.</i> Escoba, (<i>sinón:</i> Pichana).
qaychuy	<i>tr.</i> Barrer. Asear, limpiar. || Barrer con la escoba. Pichay.
qaylla, sispa, sispalla	<i>adv.</i> Cerca. Próximo. || <i>s.</i> Vallado. Qincha.
qaylla	<i>adj.</i> Cercano, -na. Inmediato, próximo.
qaylla	<i>adv.</i> En presencia, delante. || <i>s.</i> Presencia. Asistencia personal de alguien. Ñawk'i.
qayllachimuy	<i>tr.</i> Acercar hacia sí. || Traer. Conducir hacia acá. Apamuy.
qayllachiy, asuchiy, achhuchiy, k'askachiy, sispachiy, chimpachiy	<i>tr.</i> Acercar. Poner cerca o a menor distancia.
qayllaku, asuy	<i>s.</i> Aproximación. Acercamiento.
qayllakuy, qayllay, sispay, chimpay	<i>prnl.</i> Acercarse.
qayllay, qayllakuy, sispay, chimpay	<i>intr.</i> Acercarse.
qayman (JL)	<i>s.</i> Yacaré (<i>&lt;guaraní</i>). Caimán.
qaymiway, qhawmiy, watiqay, chhapatiyay, chapay	<i>tr.</i> Acechar. Observar cautelosamente con algún propósito.
qayna wata	<i>adv.</i> Antaño. Año que precedió al corriente. || En tiempo antiguo. Ñawpa pachapi, wayma pachapi, unay.
qayna	<i>adv.</i> Ayer.
qaynimpa wata	<i>adv.</i> El ante año pasado.
qaynimpa, QANIMPA, qaynim p'unchaw	<i>adv.</i> Anteayer.
qayri s	Primo, hermano.
qaywa	<i>adj. y s.</i> Seguidor, imitador.
qaywina	<i>s.</i> Cuchara grande o paleta para agitar o mover un líquido.
qaywiy	<i>tr.</i> Agitar o mover líquidos con una paleta o cucharón. || Maywiy. Agitar. Mover con frecuencia y violentamente. // El viento agita la bandera. Wiphalata wayra maywin. || Remover en el tostador sin hacer coser, las gramíneas con el fin de descascarar. Jarwiy.
qichuy, QHICHUY	<i>tr.</i> Quitar. Coger y sacar. || Arrebatar, despojar con violencia. Qhichuy, qichuy, ch'ustiy, ch'utiy. || Hurtar. Laq'uchiy. || Desvestir, despojar la ropa, desnudar. Llat'anay. || Desollar, excoriar. Ch'ustiy, ch'utiy, ch'utkiy.
qiklla, qikllay	<i>s.</i> Metal. Cualquiera de ciertos cuerpos simples, buenos conductores del calor y de la electricidad.
qikllay, qiklla	<i>s.</i> Metal. Cualquiera de ciertos cuerpos simples, buenos conductores del calor y de la electricidad.
qilla kay, qhilla kay	<i>s.</i> Pereza. Flojedad.
qilla, qhilla, kiriku	<i>adj. y s.</i> Ocioso, -sa. Que no trabaja, flojo, perezoso, poltrón, haragán.
qillakuy, QHILLAKUY	<i>prnl.</i> Flojear. Mostrar desidia, no querer hacer nada.
qillma, sawka kay	<i>s.</i> Jocosidad. Acción graciosa, chistosa y alegre. Cuchufletro.
qillpa	<i>s.</i> Cuña.
qillpay	<i>tr.</i> Acuñar, meter cuñas.
qillpu, sami, ataw	<i>s.</i> Dicha, ventura. || Felicidad. Satisfacción del ánimo. Kusikuy, kusi kay. || Gloria. Bienaventuranza. Kusi qillpu.
qillpunchay, saminchay, qillpuchay	<i>tr.</i> Felicitar. Dar parabienes, cumplimentar.
qillpuyuq, illayuq, usapu, samiyuq	<i>adj.</i> Afortunado.
qillqa	<i>s.</i> Escritura. Acto y arte de escribir. || Documento. Qillqa, qillqasqa.
qillqana	<i>s.</i> Escritorio. Lugar para escribir.
qillqana	<i>s.</i> Escritura.
qillqaq	<i>s.</i> Escritor. || Autor. Quien ha hecho o creado algo. Ruwaq, ruwaqi.
qillqarquy	<i>tr.</i> Redactar, poner o formular por escrito.
qillqasqa simi	<i>Ling.</i> Lengua escrita.
qillqasqa	<i>adj.</i> Escrito.
qillqasqa	<i>adj. y s.</i> Manuscrito.
qillqay kamayuq, qillqaq runa	Qillqa kamayuq (JAL). <i>s.</i> Escritor, -ra. Persona que escribe. Autor de obras escritas o impresas.
qillqay kamayuq	<i>s.</i> Escribano. Nombre antiguo del notario, vigente en algunos países de América.
qillqay	<i>tr.</i> Escribir. Representar por letras las ideas.
qillwa, qiwlla, qiwiña	<i>s.</i> Gaviota. Ave palmípeda de color blanco.
qimllay, ch'imsiy	<i>s.</i> Guiñada.
qimllaykuy, ch'imsiykuy	<i>tr.</i> Guiñar.
qina	<i>s.</i> Flauta. Quena. Instrumento de música, melancólico, con voz de hombre. || Instrumento con voz de mujer, de música alegre. Pinkillu.
qincha	<i>s.</i> Seto, tabique de cañas, empalizada.
qincha	<i>s.</i> Vallado. Cerco que se levanta para defensa de un sitio e impedir la entrada en él. || Cerco. Marco o muro que rodea alguna cosa. Kancha.
qinchamali	<i>s.</i> Herbolario inca de este nombre, y planta que lleva su nombre (JAL).
qinchaw	<i>s.</i> Especie de cancel de caña u otro material con que se divide una habitación.
qinchay, kanchay	<i>tr.</i> Cercar. Poner cercas o cerco. || Rodear. Tumay.
qinchay	<i>tr.</i> Hacer seto o tabique de cañas. || Empalizar.
qipa	<i>s.</i> Trompeta de caracol. || Trompeta hecha de cuerno de toro, Pututu.
qipnay, aqtuy	Jayruy. <i>tr.</i> Vomitar. Arrojar por la boca lo contenido en el estómago.
qipuy, t'iruy	<i>tr.</i> Zurcir mal. || Zurcir. Coser la rotura de una tela, juntando los pedazos con puntadas o pasos ordenados, de modo que la unión resulte disimulada. Allwi t'iriy (JL). || Zurcir bordeando. Awakipay.
qiqayay	<i>intr.</i> Repantigarse y resistirse al trabajo.
qiqu	<i>s.</i> Armadijo, treta, engaño. || Engaño. Falsía, ficción. Ñukña. || Seducción, artificio, artimaña con que se pretende lograr algo. Yuka, ch'awka.
qiquy, ch'awkiyay, jant'aqutay, llullmiy, llut'ay	<i>tr.</i> Embaucar. Engañar con fines de fraude.
qiquy	<i>tr.</i> Embrollar, embaucar con zalamerías, engañar con tretas. || Engañar. Hacer creer lo no cierto, trampear. Pallquy, ch'awkay. || Embaucar. Ñukñay. || Engatusar, engañar con halagos. Yukay. || Engañar solapadamente, obrar con farsa taimada. Llullmiy.
qirpa, qhilla, illtha	<i>s.</i> Hombre holgazán. || Zángano. Macho de la abeja maestra o reina. Anta wayrunqu, anta wanquyru, urqu wayrunqu.
qiru	<i>s.</i> Vaso hecho en cerámica. || Vaso. Vasija de forma de cono truncado hecha de materia preciosa. Akilla.
qisa, qisacha, yanqhacha	<i>s.</i> Desprecio. Desdén, menosprecio.
qisa	<i>s.</i> Desaire. Acto y efecto de desairar, menosprecio, desdén.
qisachasqa	<i>adj.</i> Desdeñado, -da. Menospreciado.
qisachay, k'amiy	<i>tr.</i> Insultar. Ofender, ultrajar, injuriar.
qisachay, pisichay, allquchay, yanqachay, yanqhachay	<i>tr.</i> Despreciar. Tener en poco.
qisana, qhisana	<i>s.</i> <i>fam.</i> Ñiquiñaque. Sujeto o cosa despreciable.
qisay, qisachay	<i>tr.</i> Desairar. Despreciar, menospreciar.
qispu	<i>s.</i> Quemadura que produce la acción del sol en la cara.
qispuyay	<i>intr.</i> Quemarse la cara por exponer mucho tiempo ella al sol.
qisqa, qhisqa	<i>s.</i> Pedernal. Cuarzo que da lumbre, herido por el eslabón.
qiwa	<i>s.</i> Pastizal.
qiwichikuy	<i>prnl.</i> Sentir nerviosidad extrema.
qiwillinku	<i>com.</i> Acróbata. Persona que hace ejercicios de agilidad y de equilibrio con gran habilidad.
qiwiña, qiwña	<i>s.</i> Arbusto de la familia de las rosáceas. Es combustible.
qiwlla, qillwa, qiwiña	<i>s.</i> Gaviota. Ave palmípeda de color blanco.
qucha, qhucha, quchacha	<i>s.</i> Laguna. Lago pequeño.
qucha, qhucha	<i>s.</i> Lago. Gran masa de agua en una depresión.
quchacha, qucha, qhucha	<i>s.</i> Laguna. Lago pequeño.
quchacha, qhuchacha	<i>s.</i> Charca. Depósito de agua detenida en el terreno, natural o artificialmente.
quchana	<i>s.</i> Balsa. Charca.
quku, quriku	<i>s.</i> Dádiva. Don, regalo.
qukuq, qurikuq, ruq'a	<i>adj.</i> Dadivoso, -sa. Generoso. || Liberal, noble de corazón. Ruq'a, sunquyuq.
qukuq, q'aru	<i>adj.</i> Pródigo, -ga. Derrochador, manirroto.
qulla runa	<i>adj. y s.</i> Colla. Dícese del individuo que habita en las mesetas andinas.
qulla	<i>s.</i> Eminencia. Excelencia o sublimidad del ingenio, virtud u otra dote del alma.
qulla	<i>s.</i> Sur. Punto cardinal opuesto al norte.
qullana (JAL)	<i>s.</i> Director, -ra.
qullana, yupaychana	<i>adj.</i> Augusto. Que infunde o merece respeto.
qullana	<i>adj.</i> Eminente. Que sobresale entre los de su clase.
qullana	<i>adj.</i> Venerable. Digno de veneración.
qulla suyu	<i>s.</i> <i>neol.</i> Bolivia: Nuqa Quila suyumanta kani. Yo soy de Bolivia; yo soy boliviano.
qulla suyu	<i>s.</i> Uno de los cuatro grandes territorios del Tawantin suyu que ocupa las regiones sur y sureste de él. || Palabra representativa que encierra las naciones aimara y quechua principalmente de Bolivia.
qulli	<i>s.</i> Rescoldo. Brasa menuda resguardada por la ceniza.
qullipayay	<i>fig.</i> Importunar, fastidiar o incomodar con importunidades. || <i>tr.</i> Inquietar. Turbar el sosiego, acosar, poner en desasosiego. Takuriy. || Hacer acosar, dejar turbar o inquietar. Takurichiy.
qulliykachay	<i>intr.</i> Trabajar con ahínco.
qullpa	<i>s.</i> Salitre. Cualquier sustancia salina que aflora en tierras y paredes. || Nitro. Qullpa.
qullpay	<i>intr.</i> Alimentarse con sal el ganado.
qullqa	<i>s.</i> Constelación de las pléyades.
qullqa	<i>s.</i> Depósito de productos agrícolas construido de adobes.
qullqa	<i>s.</i> Edificio depósito. || Depósito. Lugar en que se pone, troje. Pirwa. || Depósito de mineral natural. Chuqi tiyana. || Cosa en que se pone, lugar u objeto para guardar. Churana.
qullqi	<i>s.</i> Dinero. Efectivo o moneda corriente.
qullqi	<i>s.</i> Plata. Metal precioso, blanco, brillante y sonoro. || Dinero. Qullqi.
qullu, p'anku	Khurpu (JAL). <i>s.</i> Coágulo. Grumo de líquido coagulado.
qullu, qutu, phina, suntu	<i>s.</i> Montón. Conjunto de cosas puestas desordenadamente unas sobre otras. || Hacina, apilonamiento generalmente ordenado. Tawqa. || Pilón, montón de cosas apilonadas. Rawkha.
qullu	<i>s.</i> Mal agüero.
qulluchiy	Q'ulluchiy. <i>tr.</i> Frustrar. Dejar sin efecto un Intento. || <i>prnl.</i> Frustrarse, malograrse algo. Q'ulluy, q'ullukuy. <span variant="smallcaps"><b>qulluy, qullukuy.</b></span>
qulluchiy	<i>tr.</i> Destruir. Arruinar una cosa, frustrar, hacer fracasar. || Destrozar las plantas o matas de la chacra arrancándolas. Chaquy.
qullukuy, ñit'inakuy, k'ichkinakuy	<i>prnl.</i> Apiñarse.
qullukuy, qulluy	Q'ulluy, q'ullukuy. <i>prnl.</i> Frustrarse, malograrse algo. || Frustrar. Dejar sin efecto un intento. <i>tr.</i> Q'ulluchiy. Qulluchiy.
qullupuy, qulluy	<i>prnl.</i> <i>fig.</i> Frustrarse. || <i>intr.</i> Fracasar. Romperse una cosa. T'unakuy, chhallukuy.
qulluy, qullukuy	Q'ulluy, q'ullukuy. <i>intr.</i> Frustrarse, malograrse algo. || Frustrar. Dejar sin efecto un intento. <i>tr.</i> Q'ulluchiy. Qulluchiy.
qulluy, qutuy, phinay, rawkhay	<i>tr.</i> Amontonar. Poner en montón. || Amontonar objetos largos. Tawqay.
qulluy	<i>intr.</i> Extinguirse, frustrarse una cosa. || <i>tr.</i> Extinguir. Apagar, hacer que cese el fuego. Thasnuy. || Hacer que cesen o se acaben del todo ciertas cosas. Frustrar. Qulluchiy.
qumay	<i>s.</i> Pujo, deseo o ansia de lograr un propósito.
qumi	<i>adj.</i> Estéril. Infecundo, infructuoso. // Mujer estéril: Qumi warmi. || Hombre casado sin hijos. Uchpha runa. || Estéril, que no da fruto. Urwa. // Maíz estéril. Urwa sara.
qumpi	<i>s.</i> Ropa lujosa tejida de hilo muy fino y con muchos ornamentos.
qumpiy	<i>tr.</i> Tejer ropa fina.
quncha, k'aliampa	<i>s.</i> Hongo. Seta. Planta talofita comestible.
quncha	<i>s.</i> Sobrino de varón, hijo o hija de la hermana.
qunchu, q'ata	<i>adj.</i> Turbio, -bia. Que ha perdido su transparencia natural.
qunchu	<i>s.</i> Hez. Poso de un líquido.
qunchuchay	<i>tr.</i> Enturbiar.
qunchuyay	<i>intr.</i> Enturbiarse, volverse turbio un líquido.
qunqapuy	<i>prnl.</i> Olvidarse. || <i>tr.</i> Olvidar. Perder la memoria de algo. Qunqay.
qunqay	<i>s.</i> Olvido. Cesación de la memoria que se tenía.
qunqay	<i>tr.</i> Olvidar. Perder la memoria de algo. || <i>prnl.</i> Olvidarse. Qunqapuy.
qunqur	<i>s.</i> Rodilla. Articulación del muslo con la pierna.
qunqurichiy	<i>tr.</i> Arrodillar. Hacer que uno hinque las rodillas. || <i>prnl.</i> Ponerse de rodillas. Qunquriy, qunqurikuy.
qunqurikuy	<i>prnl.</i> Hincarse de rodillas. || Postrarse. Abatirse, anonadarse. Willpukuy.
qunquriy	<i>intr.</i> Arrodillarse.
qunta, quntay	<i>s.</i> Magnesia. Óxido de magnesio de color blanco, suave e insípido, usado en medicina.
quntay	<i>fig.</i> <i>s.</i> Tiza. Pasta para escribir o marcar.
quntu, q'apachi, kuntu	<i>s.</i> Perfume. Aroma.
quntuchiy, q'apachiy, kuntuchiy	<i>tr.</i> Perfumar. Dar un buen olor.
qupa	<i>adj.</i> Celeste verdoso, azul turquesa. || Celeste. Yuraq anqas. || Garzo, de color azulado. Qhusi ñawi warma: Muchacha de ojos garzos.
qupa	<i>s.</i> Turquesa. Fosfato hidratado de cobre y aluminio.
qupuy, kutichiy, kutichipuy	<i>tr.</i> Devolver. Restituir a la persona que lo poseía. || Corresponder. Ayniy.
qupuy	<i>tr.</i> Dar a otra persona. || Entregar. Alcanzar. Jayway.
quqan, qawa	<i>s.</i> Pechuga. Pecho de ave.
quqapay, mullphay, suksiy	<i>tr.</i> Carcomer. Roer, consumir poco a poco.
quqaw	<i>s.</i> Fiambre. Manjar frío.
quqawi	<i>s.</i> Merienda. Provisión que se lleva para alimentarse.
ququway	<i>s.</i> Tórtola.
qura, QHURA	<i>s.</i> Maleza. Abundancia de hierbas malas.
quri	<i>s.</i> Oro.
qurichasqa	<i>adj.</i> Dorado, -da. De color de oro.
qurichay	<i>tr.</i> Dorar. Cubrir con oro una superficie. Dar el color del oro a una cosa.
quriku, quku	<i>s.</i> Dádiva. Don, regalo.
qurikuq, qukuq, ruq'a	<i>adj.</i> Dadivoso, -sa. Generoso.
qurma, ramkama, upa, t'aqmara	<i>adj. y s.</i> Necio, -cia. Ignorante.
qurmay, q'urmay, qhururumpay	<i>intr.</i> Caer dando vueltas por una pendiente. || Rodar. Dar vueltas un cuerpo alrededor de su eje. Muyuy.
qurpa, qurpachakuq	<i>s.</i> Huésped, -da. Persona alojada en casa ajena.
qurpa wasi	<i>s.</i> Alojamiento. Hospedaje, posada. Establecimiento donde se admiten huéspedes.
qurpachakuy	<i>prnl.</i> Hospedarse. || <i>tr.</i> Hospedar. Recibir huéspedes. Qurpachay.
qurpachay	<i>tr.</i> Acoger. || <i>r.</i> Refugiar, amparar. Amachay.
qurpachay	<i>tr.</i> Alojar. Hospedar, aposentar.
qurpayay, chirayay, tikayay	<i>prnl.</i> Cuajarse. Solidificarse.
qurwa, qurwar	<i>s.</i> <i>Bot.</i> Moho. Hongo filamentado que forma colonias sobre sustancias en descomposición.
qurwar, qurwa	<i>s.</i> <i>Bot.</i> Moho. Hongo filamentado que forma colonias sobre sustancias en descomposición.
qusa	<i>s.</i> Esposo: Qusay llamk'aq ripuchkan. Mi esposo está yendo a trabajar.
qusayuq	<i>adj. y s. f.</i> Casada.
qusqa, sayaqi	<i>adj. y s.</i> Adicto. Simpatizante, partidario, adepto.
qusqu (JAL)	<i>s.</i> Lecho de laguna secada. || Lecho. Cama. Puñuna.
qusqu	<i>s.</i> Ciudad capital del Tahuantinsuyo.
qutu yuya	<i>s.</i> <i>Gram.</i> Oración. Expresión oral o escrita que tiene un sentido o idea completa.
qutu, juñu	<i>s.</i> Conjunto. Reunión de personas o cosas que forman un todo. || Grupo. Qhuyu (JAL).
qutu, phina, suntu	<i>s.</i> Cúmulo.
qutu, qullu, phina, suntu	<i>s.</i> Montón. Conjunto de cosas puestas desordenadamente unas sobre otras. || Hacina, apilonamiento generalmente ordenado. Tawqa. || Pilón, montón de cosas apitonadas. Rawkha.
qutu, tanta, qhuchu	<i>s.</i> Grupo. Conjunto de personas o cosas.
qutuchay	<i>tr.</i> Asociar.
qutukuy, ch'unkukuy, juñukuy, qhuchukuy, tamachakuy	<i>prnl.</i> Agruparse.
qutuy, juñuy, qhuchuy, tamachay, ch'unkuy	<i>tr.</i> Agrupar. Reunir en grupo.
qutuy, qulluy, phinay, rawkhay	<i>tr.</i> Amontonar. Poner en montón. || Amontonar objetos largos. Tawqay.
qutuy, tantay, juñuy, qhuchuy	<i>tr.</i> Acopiar. Juntar, reunir en cantidad alguna cosa.
qutuy, tantay, phinay, qhuchuy, suntuy	<i>tr.</i> Acumular. Juntar.
quwi	<i>s.</i> Conejo. || <i>f.</i> Coneja, hembra del conejo. China quwi.
quy, jaywantay	<i>tr.</i> Conceder. Dar, otorgar. || Asentir, consentir, expresar la conformidad que uno tiene por una cosa. Juñiy.
quy	<i>tr.</i> Dar. || Alcanzar, entregar, poner en manos de uno. Jayway.
quya	<i>adj. y s.</i> Esposa del inca. || Inca. Inka. || Tiempo incaico. Inka pacha.
quya	<i>s.</i> Reina. Dama, soberana. || Mujer que por su excelencia, sobresale entre las demás de su clase. Ñust'a.
quykuy	<i>tr.</i> Obsequiar. Dar por condescendencia, conceder por favor.
quyllu kay	<i>s.</i> Color blanco impecable. || Rit'i kay. color como la nieve. || Blancura. Calidad de blanco. Yuraq kay.
quyllu	<i>adj. y s.</i> Blanco impecable o inmaculado. || Blanco, -ca. De color de nieve o leche. Yuraq.
quyllur	<i>s.</i> Estrella. Astro luminoso. || Lucero, estrella lucera. Ch'aska.
quyllurchaw	<i>s.</i> Miércoles, Día miércoles.
quymay, lluk'iykuy (JL)	<i>tr.</i> Cohechar. Sobornar, dar colma.
quyru	<i>s.</i> Nube, catarata en los ojos.
quywi	<i>s.</i> Silbido.
quywiy, khuyuy, siwiy, wis ñiy	<i>intr.</i> Silbar. Dar silbidos.
qh	Consonante oclusiva postvelar aspirada.
qhachina	<i>s.</i> Palillo para remover cereales que se tuestan.
qhachiy	<i>tr.</i> Remover con un palillo un cereal para que se tueste.
qhachqa, chhanqa	<i>adj.</i> Áspero. Escabroso, no suave al tacto.
qhachuni, ñuqch'a	<i>s.</i> Hija política.
qhachuni	<i>s.</i> Nuera. Esposa del hijo de alguien. Respecto de la suegra. || Respecto del suegro. Ñuqch'a, llumchu (JL).
qhachuy	<i>tr.</i> Mesar, arrancar pelos o cabellos con las manos.
qhali kay	<i>s.</i> Salud. Estado normal del organismo.
qhali, runkhi	<i>adj.</i> Robusto, -ta. Vigoroso, fuerte.
qhali, thani	<i>adj.</i> Sano, -na. Que goza de buena salud.
qhalichay, qhaliyachiy, alliyachiy	<i>tr. </i>Sanar. Restituir al enfermo la salud. || <i>intr.</i> Recobrar el enfermo la salud. Qhaliyay, alliyay, thaniyay.
qhaliyachiy, qhalichay, alliyachiy	<i>tr.</i> Sanar. Restituir al enfermo la salud. || <i>intr.</i> Recobrar el enfermo la salud. Qhaliyay, alliyay, thaniyay.
qhaliyay, alliyay, thaniyay	<i>intr.</i> Recobrar el enfermo la salud. || <i>tr.</i> Sanar. Restituir al enfermo la salud. Qhalichay, qhaliyachiy, alliyachiy.
qhaliyay, kutiriy	<i>intr.</i> Recuperar. Recobrar. || <i>tr.</i> Hallar lo que mucho se buscó. Taripuy.
qhallalla kay, llanda kay	<i>s.</i> Lozanía. Aspecto de verdor y frondosidad en las plantas.
qhallallaq, llanlla	<i>adj.</i> Lozano, -na. Verde y frondoso.
qhallallay	<i>intr.</i> Lozanear un vegetal.
qhallay	<i>tr.</i> Echar un líquido arrojando con la mano o taza || Esparcir. Extender por todas partes lo que está junto. Ch'iqichiy, ch'iqirichiy. || Desparramar, sembrar derramando semillas en la chacra. T'akay. || Echar. Derramar. Jich'ay. || Echar líquido de un depósito a otro. Talliy, thalliy.
qhallu	<i>s.</i> Espiga de trigo, cebada, etc. || Espiga de maíz. Parwa, parawa.
qhamiyaq (	Chapa. <i>s.</i> Espía. Persona que acecha u observa en secreto lo que ocurre en un lugar. || Atisbo. Watiqa.
qhamiyaq	<i>s.</i> Detective. Persona que realiza investigaciones reservadas.
qhampu	<i>s.</i> Tarántula. Araña grande, venenosa.
